name,pos,weight
balmer,3645.180707,0.0006934305999999
balmer,3645.180085,0.0006934302999999
balmer,3645.179468,0.0006934299999999
balmer,3645.178855,0.0006934296999999
balmer,3645.178248,0.0006934293999999
balmer,3645.177646,0.0006934291
balmer,3645.177049,0.0006934288
balmer,3645.176456,0.0006934285
balmer,3645.175869,0.0006934282
balmer,3645.175286,0.0006934279
balmer,3645.174708,0.0006934276
balmer,3645.174135,0.0006934273
balmer,3645.173566,0.000693427
balmer,3645.173002,0.0006934267
balmer,3645.172442,0.0006934264999999
balmer,3645.171887,0.0006934261999999
balmer,3645.171336,0.0006934258999999
balmer,3645.170789,0.0006934256
balmer,3645.170247,0.0006934254
balmer,3645.169709,0.0006934251
balmer,3645.169176,0.0006934248
balmer,3645.168647,0.0006934245999999
balmer,3645.168121,0.0006934242999999
balmer,3645.1676,0.0006934239999999
balmer,3645.167083,0.0006934238
balmer,3645.16657,0.0006934235
balmer,3645.166061,0.0006934232999999
balmer,3645.165556,0.0006934229999999
balmer,3645.165055,0.0006934228
balmer,3645.164558,0.0006934225
balmer,3645.164064,0.0006934222999999
balmer,3645.163574,0.0006934219999999
balmer,3645.163088,0.0006934218
balmer,3645.162606,0.0006934215
balmer,3645.162127,0.0006934213
balmer,3645.161652,0.0006934210999999
balmer,3645.161181,0.0006934207999999
balmer,3645.160713,0.0006934206
balmer,3645.160249,0.0006934203999999
balmer,3645.159788,0.0006934200999999
balmer,3645.159331,0.0006934199
